Data,Luogo,X,Y,Numero_Predati,Specie_Predate,Osservazioni,Long,Lat
2019-07-14 12:00:01,Traversa di Cavanna/Bedretto,2682000,1152000,3,pecore,,8.507142426065572,46.514284533548484
2019-07-06 12:12:01,Alpe Pesciora/Bedretto,2681000,1151000,3,pecore,,8.493938258854142,46.505411476091076
2018-12-10 10:16:01,Monte Mondada/Spruga-Onsernone,2686000,1117000,1,capra,,8.552782392724554,46.1989676943027
2018-12-05 16:59:01,Torbeccio/Avegno-Gordevio,2700000,1119000,3,pecore,,8.734551002124533,46.21502263159808
2018-11-19 16:00:01,Reviscai/Gordola,2710000,1113000,5,pecore,,8.862703302589198,46.15949782828739
2018-11-18 16:00:01,Locarno/Marcio,2712000,1113000,4,pecore,,8.888589449212176,46.159168294136514
2018-08-22 08:10:01,Lucendro,2683000,1157000,3,pecore,,8.52106996885547,46.55913501096541
2017-07-03 07:54:01,Quinto/Cascina Rosserrora,2696000,1150000,1,capra,,8.689125825121785,46.49443433962552
2017-02-05 15:35:01,Cavagnago,2710000,1141000,9,pecore,,8.869312962473758,46.41133367899554
2017-01-28 15:33:01,Capinengo,2707000,1147000,14,pecore,,8.831688381486867,46.46578436823785
2017-01-25 00:00:01,Sorsello,2707000,1147000,3,pecore,,8.831688381486867,46.46578436823785
2016-09-15 00:00:01,Val Colla,2724000,1107000,1,capra,,9.04231186479961,46.103104236223515
2016-03-15 00:00:01,Cavergno,2690000,1133000,1,pecora,,8.607683430852703,46.34235890982587
2016-01-18 13:18:01,Capriasca,2719000,1106000,1,pecore,,8.977411119210238,46.095011311917695
2016-01-14 13:20:01,Monte Carasso,2720000,1117000,1,capra,,8.993156842161682,46.19376609927927
2015-12-03 13:38:01,Olivone,2714000,1153000,5,pecore,,8.924280374558274,46.51859383985108
2015-11-30 11:40:01,Sementina,2718000,1116000,3,pecore,,8.967002538583156,46.185125722945955
2015-11-23 11:43:01,Capriasca,2721000,1107000,5,capre,,9.003523864890964,46.103649222127935
2015-09-06 11:46:01,Isone,2725000,1110000,2,capre,,9.056040871458125,46.129900566799776
2015-08-28 11:47:01,S. Antonio,2728000,1111000,23,,,9.09512020675646,46.13833108048848
2015-05-21 08:00:01,Malvaglia,2722000,1144000,3,pecore,,9.026135344785535,46.436239299508436
2015-05-10 08:00:01,Marolta,2713000,1148000,2,capre,,8.910029591191387,46.47379324787373
2015-05-01 11:34:01,Malvaglia,2721000,1143000,2,capre,,9.012865516469203,46.42742674550165
2015-04-25 07:19:01,Malvaglia,2722000,1143000,3,pecore,,9.025872113355838,46.42724550164291
2015-02-09 13:00:01,Brione S. Minusio,2707000,1116000,3,pecore,,8.824559544765565,46.18696355809707
2014-12-17 16:22:01,Campo Valle Maggia,2680000,1127000,5,capre,,8.47677507389094,46.28965558124416
2013-12-18 11:10:01,Cerentino,2684000,1128000,2,capre,,8.528855437558017,46.29816240943102
2013-12-12 11:14:01,Cerentino,2684000,1128000,1,pecora,,8.528855437558017,46.29816240943102
2013-12-05 08:38:01,Brontallo,2691000,1113000,1,agnello,,8.616770330140996,46.16233218161161
2013-12-04 08:36:01,Broglio,2693000,1137000,2,pecore,,8.647445822479616,46.37792842058818
2013-11-30 08:35:01,Cerentino,2684000,1128000,7,agnelli,,8.528855437558017,46.29816240943102
2013-11-25 08:33:01,Magadino,2711000,1112000,1,agnelli,,8.875409342855338,46.15033973014998
2013-11-16 00:00:01,Maggia,2690000,1127000,3,capre,,8.606523479703316,46.28839109637227
2012-09-05 07:31:01,Leontica,2712000,1144000,5,capre,,8.896044010940138,46.437984889849716
2012-04-23 10:20:01,Faido,2707000,1147000,5,pecore,,8.831688381486867,46.46578436823785
2012-04-23 09:38:01,Cavagnago,2719000,1140000,3,pecore,,8.986082291667383,46.400803086398916
2012-03-02 15:20:01,Cavagnago,2710000,1141000,1,pecora,,8.869312962473758,46.41133367899554
2011-10-26 15:27:01,Osco,2702000,1151000,1,capra,,8.767487321145294,46.502541607216365
2011-04-25 15:37:01,Cerentino,2684000,1128000,16,,,8.528855437558017,46.29816240943102
2011-02-09 15:40:01,Faido,2707000,1147000,1,agnello,,8.831688381486867,46.46578436823785
2011-02-04 15:42:01,Cavagnago,2710000,1141000,1,pecora,,8.869312962473758,46.41133367899554
2010-07-07 15:57:01,Arbedo,2730000,1116000,1,capra,,9.122383438798426,46.182915839970086
2010-04-13 15:59:01,Cavagnago,2710000,1141000,2,pecore,,8.869312962473758,46.41133367899554
2010-03-09 16:01:01,Cavagnago,2710000,1141000,1,pecora,,8.869312962473758,46.41133367899554
2010-02-11 16:02:01,Cavagnago,2710000,1141000,1,pecora,,8.869312962473758,46.41133367899554
2008-08-26 16:10:01,Bedretto,2682000,1153000,2,pecore,,8.507319873906983,46.523279304231195
2008-08-18 16:15:01,Bedretto,2682000,1153000,2,pecore,,8.507319873906983,46.523279304231195
2008-05-08 16:16:01,Sonogno,2704000,1134000,1,capra,,8.789724492848524,46.349330895825986
2008-05-06 16:18:01,Sonogno,2704000,1135000,3,capre,,8.789948227235318,46.35832520215615
2008-04-19 16:19:01,Brione Verzasca,2704000,1128000,1,pecora,,8.788383633206776,46.29536506498213
2007-12-29 16:23:01,Cavagnago,2710000,1141000,1,lupo di origine italiana,,8.869312962473758,46.41133367899554
2007-09-30 16:25:01,Quinto,2698000,1150000,1,,,8.715173074746168,46.494144629117464
2007-08-24 16:26:01,Bedretto,2682000,1153000,3,lupo di origine italiana,,8.507319873906983,46.523279304231195
2007-04-18 16:28:01,Cavagnago,2710000,1141000,1,lupo di origine italiana,,8.869312962473758,46.41133367899554
2006-08-21 16:29:01,Bedretto,2682000,1153000,1,agnelli,,8.507319873906983,46.523279304231195
2005-07-18 16:37:01,Bedretto,2683000,1152000,1,agnelli,,8.520171309716458,46.51416130179745
2005-05-10 16:38:01,Osco,2703000,1150000,2,agnello,,8.780289959436319,46.49339420900977
2005-05-02 16:38:01,Osco,2703000,1151000,5,agnelli,,8.78051271635652,46.502388510223504
2005-04-23 16:39:01,Rossura,2707000,1147000,1,capretto,,8.831688381486867,46.46578436823785
2005-04-06 16:40:01,Rossura,2706000,1148000,1,pecora,,8.818900949240591,46.47493757137312
2005-01-29 16:47:01,Quinto,2697000,1152000,2,agnelli,,8.702569113355505,46.512279124690934
2004-12-07 16:50:01,Dalpe,2704000,1147000,1,,,8.792638805436171,46.46625679539801
2004-09-29 16:53:01,Airolo,2686000,1154000,1,pecora uccisa,,8.559629877753395,46.53177201084726
2004-09-19 16:54:01,Quinto,2695000,1149000,1,capre ferite,,8.675896711329694,46.48558245474818
2004-09-15 16:56:01,Quinto,2695000,1149000,2,capre uccise,,8.675896711329694,46.48558245474818
2004-09-08 16:57:01,Bedretto,2683000,1153000,2,pecore ferite,,8.520350922521697,46.523156052212386
2004-08-10 16:57:01,Bedretto,2681000,1151000,5,capre ferite,,8.493938258854142,46.505411476091076
2004-08-08 16:58:01,Quinto,2697000,1150000,1,capra ferita,,8.702149484629436,46.494290231353844
2004-07-19 16:59:01,Bedretto,2683000,1152000,4,pecore uccise,,8.520171309716458,46.51416130179745
2004-07-02 17:01:01,Prato Leventina,2697000,1148000,1,capra ferita,,8.701730133466697,46.476301323980174
2004-05-12 17:02:01,Rossura,2707000,1147000,1,capra uccisa,,8.831688381486867,46.46578436823785
2004-05-11 17:03:01,Chironico,2705000,1146000,1,capra uccisa,,8.80542862384999,46.457106549658036
2004-05-08 17:04:01,Rossura,2706000,1148000,1,pecora uccisa,,8.818900949240591,46.47493757137312
2004-03-19 17:04:01,Quinto,2697000,1152000,2,pecore uccise,,8.702569113355505,46.512279124690934
2004-01-27 17:05:01,Osco,2703000,1150000,1,capra uccisa,,8.780289959436319,46.49339420900977
2003-12-18 17:07:01,Osco,2703000,1150000,5,capre uccise,,8.780289959436319,46.49339420900977
2003-12-16 17:08:01,Osco,2703000,1150000,1,capra uccisa,,8.780289959436319,46.49339420900977
2001-01-10 17:09:01,Monte Carasso,2718000,1117000,4,capre uccise,,8.967254888967648,46.19411961865533
